product_name,product_price,product_color,product_info,characteristic,img_link
Samsung Galaxy M34 5G 8GB 128GB,7.990.000đ,"['Xanh nhạt', 'Xanh đậm', 'Bạc (Chỉ có tại CellphoneS)']","Thông tin sản phẩm
Mới, đầy đủ phụ kiện từ nhà sản xuất
Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn
Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)
Giá sản phẩm đã bao gồm VAT","[{'Kích thước màn hình': '6.5 inches'}, {'Công nghệ màn hình': 'Super AMOLED'}, {'Camera sau': 'Camera góc rộng: 50 MP, f/1.8, PDAF, OIS\nCamera góc siêu rộng:8 MP, f/2.2, 120˚\n2 MP, f/2.4'}, {'Camera trước': 'Camera góc rộng: 13 MP, f/2.2'}, {'Chipset': 'Exynos 1280 (5 nm)'}, {'Dung lượng RAM': '8 GB'}, {'Bộ nhớ trong': '128 GB'}, {'Pin': '6000 mAh'}, {'Thẻ SIM': '2 SIM (Nano-SIM)'}, {'Hệ điều hành': 'Android 13'}, {'Độ phân giải màn hình': '1080 x 2340 pixels (FullHD+)'}, {'Tính năng màn hình': 'Tốc độ làm mới 120Hz, 1000 nits'}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_m34_5g_-_1.png']"
Samsung Galaxy S23 8GB 128GB - Chỉ có tại CellphoneS,22.990.000đ,"['Đen', 'Tím', 'Xanh', 'Trắng']","Thông tin sản phẩm
Mới, đầy đủ phụ kiện từ nhà sản xuất
Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C
Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)
Giá sản phẩm đã bao gồm VAT","[{'Kích thước màn hình': '6.1 inches'}, {'Công nghệ màn hình': 'Dynamic AMOLED 2X'}, {'Camera sau': 'Camera chính 50 MP & Phụ 12 MP, 10 MP'}, {'Camera trước': '12MP'}, {'Chipset': 'Snapdragon 8 Gen 2 for Galaxy'}, {'Dung lượng RAM': '8 GB'}, {'Bộ nhớ trong': '128 GB'}, {'Pin': '3900 mAh'}, {'Thẻ SIM': '2 Nano SIM hoặc 1 Nano + 1 eSIM'}, {'Hệ điều hành': 'Android 13'}, {'Độ phân giải màn hình': '1080 x 2340 pixels (FullHD+)'}, {'Tính năng màn hình': 'Tần số quét 120Hz, Độ sáng tối đa 1750 nits\nKính cường lực Corning Gorilla Glass Victus 2'}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/s/a/samsung_s23_-_1_1_1.png']"
TECNO SPARK 20PRO+,5.490.000đ,"['Đen', '']","Thông tin sản phẩm
Mới, đầy đủ phụ kiện từ nhà sản xuất
Cáp sạc + củ sạc + tai nghe cổng Type C + kính cường lực
Bảo hành 13 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)
Giá sản phẩm đã bao gồm VAT","[{'Kích thước màn hình': '6.78 inches'}, {'Công nghệ màn hình': 'AMOLED'}, {'Camera sau': 'Camera chính: 108MP, f/1.75\nCamera Macro: 2MP, AI Camera, Đèn flash dọc bốn chiều'}, {'Camera trước': '32MP, f/2.2'}, {'Chipset': 'Mediatek Helio G99'}, {'Dung lượng RAM': '8GB + Mở rộng 8GB'}, {'Bộ nhớ trong': '256 GB'}, {'Pin': '5000mAh'}, {'Thẻ SIM': '2 SIM (Nano-SIM)'}, {'Hệ điều hành': 'Android 14'}, {'Độ phân giải màn hình': '1080 x 2436 pixels'}, {'Tính năng màn hình': 'Tần số quét 120Hz, 1000 nit, 1.07 tỷ màu, Kính Cường Lực Corning Gorilla Glass 5'}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/tecno_spark_20_pro_plus_-_1.png']"
